學號,姓名,課程代碼,課程名稱,學分,教師,期中考,期末考,平時成績
41001012E,學生153,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,61,13,98
41201039E,學生180,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,61,94,43
41275022H,學生709,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,46,47,85
41002106E,學生192,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,61,14,90
41243247S,學生1492,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,50,71,34
41201028E,學生169,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,54,77,64
41213003E,學生460,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,63,86,98
41107103E,學生331,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,2,61,100
41090221M,學生1194,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,100,39,46
41176027H,學生759,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,50,84,77
41141050S,學生1404,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,6,79,2
412H0025I,學生928,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,20,81,0
41100039E,學生133,ESU0222,行星與地球系統科學論文寫作課程（一）,3,教師31,72,52,4
41044011S,學生1503,ESU0224,臺語天文學,3,教師12,51,61,17
41020018L,學生965,ESU0224,臺語天文學,3,教師12,92,50,89
41170245H,學生549,ESU0224,臺語天文學,3,教師12,14,54,43
41032242A,學生92,ESU0224,臺語天文學,3,教師12,71,63,33
41071208H,學生561,ESU0224,臺語天文學,3,教師12,60,2,73
41084006I,學生868,ESU0224,臺語天文學,3,教師12,20,100,61
41111211E,學生422,ESU0224,臺語天文學,3,教師12,82,50,99
41113117E,學生474,ESU0224,臺語天文學,3,教師12,86,6,13
41257115O,學生1275,ESU0224,臺語天文學,3,教師12,74,20,94
41106030E,學生313,ESU0224,臺語天文學,3,教師12,74,72,47
41107124E,學生352,ESU0224,臺語天文學,3,教師12,87,38,14
41113101E,學生458,ESU0224,臺語天文學,3,教師12,99,17,71
41270209H,學生513,ESU0224,臺語天文學,3,教師12,23,3,77
41171039H,學生592,ESU0224,臺語天文學,3,教師12,2,88,86
41240044S,學生1353,ESU0224,臺語天文學,3,教師12,21,59,61
41001004E,學生145,ESU0224,臺語天文學,3,教師12,52,13,39
41209127E,學生397,ESU0224,臺語天文學,3,教師12,1,8,84
41084218I,學生880,ESU0224,臺語天文學,3,教師12,87,89,79
41026210L,學生1141,ESU0224,臺語天文學,3,教師12,29,52,81
41121119L,學生1006,ESU0224,臺語天文學,3,教師12,37,1,52
41222032L,學生1069,ESU0224,臺語天文學,3,教師12,1,83,23
41073144H,學生687,ESU0224,臺語天文學,3,教師12,63,91,25
41102217E,學生203,ESU0224,臺語天文學,3,教師12,59,59,88
41072234H,學生633,ESU0224,臺語天文學,3,教師12,20,70,59
41113236E,學生493,ESU0224,臺語天文學,3,教師12,32,43,40
411H0138I,學生941,ESU0224,臺語天文學,3,教師12,75,7,28
41157027O,學生1287,ESU0224,臺語天文學,3,教師12,57,46,14
41070035H,學生539,ESU0224,臺語天文學,3,教師12,21,34,44
41176138H,學生770,ESU0224,臺語天文學,3,教師12,88,77,64
412H0022I,學生925,ESU0224,臺語天文學,3,教師12,48,80,88
41243038S,學生1483,ESU0224,臺語天文學,3,教師12,90,35,70
41060209T,學生1641,ESU0224,臺語天文學,3,教師12,58,49,8
41020205L,學生952,ESU0224,臺語天文學,3,教師12,41,3,87
41013034E,學生491,ESU0224,臺語天文學,3,教師12,91,1,0
41220208L,學生955,ESU0224,臺語天文學,3,教師12,59,5,7
41175028H,學生715,ESU0224,臺語天文學,3,教師12,79,53,87
41109221E,學生391,ESU0224,臺語天文學,3,教師12,14,3,62
41157142O,學生1302,ESU0224,臺語天文學,3,教師12,61,53,10
41172244H,學生643,ESU0224,臺語天文學,3,教師12,61,92,80
41000006E,學生100,ESU0224,臺語天文學,3,教師12,46,62,7
41107206E,學生334,ESU0058,大氣動力學（一）,3,教師5,51,63,99
41121137L,學生1024,ESU0058,大氣動力學（一）,3,教師5,92,2,13
41223205L,學生1087,ESU0058,大氣動力學（一）,3,教師5,14,100,94
41142112S,學生1416,ESU0058,大氣動力學（一）,3,教師5,71,50,47
41026238L,學生1169,ESU0058,大氣動力學（一）,3,教師5,60,6,14
41032144A,學生94,ESU0058,大氣動力學（一）,3,教師5,20,20,71
41202036E,學生222,ESU0058,大氣動力學（一）,3,教師5,82,72,77
41072010H,學生609,ESU0058,大氣動力學（一）,3,教師5,86,38,86
41230003A,學生3,ESU0058,大氣動力學（一）,3,教師5,74,17,61
41030123A,學生23,ESU0058,大氣動力學（一）,3,教師5,74,3,39
41232216A,學生66,ESU0058,大氣動力學（一）,3,教師5,87,88,84
41123042L,學生1124,ESU0058,大氣動力學（一）,3,教師5,99,59,79
41151142S,學生1626,ESU0058,大氣動力學（一）,3,教師5,23,13,81
41030239A,學生39,ESU0058,大氣動力學（一）,3,教師5,2,8,52
41168035T,學生1711,ESU0058,大氣動力學（一）,3,教師5,21,89,23
41005107E,學生240,ESU0058,大氣動力學（一）,3,教師5,52,52,25
41051029S,學生1613,ESU0058,大氣動力學（一）,3,教師5,1,1,88
41005118E,學生251,ESU0058,大氣動力學（一）,3,教師5,87,83,59
41284036I,學生898,ESU0058,大氣動力學（一）,3,教師5,29,91,40
41057108O,學生1268,ESU0058,大氣動力學（一）,3,教師5,37,59,28
41240211S,學生1320,ESU0058,大氣動力學（一）,3,教師5,1,70,14
41184030I,學生892,ESU0058,大氣動力學（一）,3,教師5,63,43,44
41171201H,學生554,ESU0058,大氣動力學（一）,3,教師5,59,7,64
410H0209I,學生912,ESU0058,大氣動力學（一）,3,教師5,20,46,88
41273031H,學生674,ESU0058,大氣動力學（一）,3,教師5,32,34,70
41222014L,學生1051,ESU0058,大氣動力學（一）,3,教師5,75,77,8
41113208E,學生465,ESU0058,大氣動力學（一）,3,教師5,57,80,87
41190235M,學生1208,ESU0058,大氣動力學（一）,3,教師5,21,35,0
41175227H,學生714,ESU0058,大氣動力學（一）,3,教師5,88,49,7
41142126S,學生1430,ESU0058,大氣動力學（一）,3,教師5,48,3,87
41206105E,學生288,ESU0058,大氣動力學（一）,3,教師5,90,1,62
41242234S,學生1438,ESU0058,大氣動力學（一）,3,教師5,58,5,10
41247234S,學生1570,ESU0058,大氣動力學（一）,3,教師5,41,53,80
41011045E,學生456,ESU0058,大氣動力學（一）,3,教師5,91,3,7
411H0118I,學生921,ESU0058,大氣動力學（一）,3,教師5,59,53,34
41275236H,學生723,ESU0058,大氣動力學（一）,3,教師5,79,92,34
41190132M,學生1205,ESU0058,大氣動力學（一）,3,教師5,14,62,32
41105028E,學生261,ESU0058,大氣動力學（一）,3,教師5,61,17,4
41109128E,學生398,ESU0058,大氣動力學（一）,3,教師5,61,89,40
41151046S,學生1630,ESU0058,大氣動力學（一）,3,教師5,46,43,27
41192117M,學生1236,ESU0058,大氣動力學（一）,3,教師5,61,33,6
41130043A,學生43,ESU0058,大氣動力學（一）,3,教師5,50,73,72
41023209L,學生1091,ESU0058,大氣動力學（一）,3,教師5,54,61,71
41283101I,學生816,ESU0088,天氣預報與分析,3,教師33,51,50,77
41243036S,學生1481,ESU0088,天氣預報與分析,3,教師33,92,6,86
41260222T,學生1654,ESU0088,天氣預報與分析,3,教師33,14,20,61
41207223E,學生351,ESU0088,天氣預報與分析,3,教師33,71,72,39
41230145A,學生45,ESU0088,天氣預報與分析,3,教師33,60,38,84
41090025M,學生1198,ESU0088,天氣預報與分析,3,教師33,20,17,79
41290018M,學生1191,ESU0088,天氣預報與分析,3,教師33,82,3,81
41260005T,學生1637,ESU0088,天氣預報與分析,3,教師33,86,88,52
41211116E,學生427,ESU0088,天氣預報與分析,3,教師33,74,59,23
41030113A,學生13,ESU0088,天氣預報與分析,3,教師33,74,13,25
41013222E,學生479,ESU0088,天氣預報與分析,3,教師33,87,8,88
410H0143I,學生946,ESU0088,天氣預報與分析,3,教師33,99,89,59
41060137T,學生1669,ESU0088,天氣預報與分析,3,教師33,23,52,40
41202116E,學生202,ESU0088,天氣預報與分析,3,教師33,2,1,28
41047226S,學生1562,ESU0088,天氣預報與分析,3,教師33,21,83,14
41242234S,學生1438,ESU0088,天氣預報與分析,3,教師33,52,91,44
41130224A,學生24,ESU0088,天氣預報與分析,3,教師33,1,59,64
41105205E,學生238,ESU0088,天氣預報與分析,3,教師33,87,70,88
41200044E,學生138,ESU0088,天氣預報與分析,3,教師33,29,43,70
41243030S,學生1475,ESU0088,天氣預報與分析,3,教師33,37,7,8
41173124H,學生667,ESU0088,天氣預報與分析,3,教師33,1,46,87
41183110I,學生825,ESU0088,天氣預報與分析,3,教師33,63,34,0
41221208L,學生995,ESU0088,天氣預報與分析,3,教師33,59,77,7
41123202L,學生1084,ESU0088,天氣預報與分析,3,教師33,20,80,87
41232205A,學生55,ESU0088,天氣預報與分析,3,教師33,32,35,62
41013232E,學生489,ESU0088,天氣預報與分析,3,教師33,75,49,10
41221236L,學生1023,ESU0088,天氣預報與分析,3,教師33,57,3,80
41143127S,學生1472,ESU0088,天氣預報與分析,3,教師33,21,1,7
41040108S,學生1317,ESU0088,天氣預報與分析,3,教師33,88,5,34
41202203E,學生189,ESU0088,天氣預報與分析,3,教師33,48,53,34
410H0237I,學生940,ESU0088,天氣預報與分析,3,教師33,90,3,32
41084201I,學生863,ESU0088,天氣預報與分析,3,教師33,58,53,4
41043201S,學生1446,ESU0088,天氣預報與分析,3,教師33,41,92,40
41151234S,學生1618,ESU0088,天氣預報與分析,3,教師33,91,62,27
41122134L,學生1071,ESU0088,天氣預報與分析,3,教師33,59,17,6
41170244H,學生548,ESU0088,天氣預報與分析,3,教師33,79,89,72
41176009H,學生741,ESU0088,天氣預報與分析,3,教師33,14,43,71
41277237H,學生810,ESU0088,天氣預報與分析,3,教師33,61,33,11
41173242H,學生685,ESU0088,天氣預報與分析,3,教師33,61,73,33
41184028I,學生890,ESU0088,天氣預報與分析,3,教師33,46,61,32
41232216A,學生66,ESU0088,天氣預報與分析,3,教師33,61,99,47
41121010L,學生997,ESU0088,天氣預報與分析,3,教師33,50,13,22
41120131L,學生978,ESU0088,天氣預報與分析,3,教師33,54,94,61
41030042A,學生42,ESU0088,天氣預報與分析,3,教師33,63,47,87
41009232E,學生402,ESU0088,天氣預報與分析,3,教師33,2,14,36
41068241T,學生1717,ESU0088,天氣預報與分析,3,教師33,100,71,98
41275134H,學生721,ESU0171,大氣物理學,3,教師22,51,6,61
41220219L,學生966,ESU0171,大氣物理學,3,教師22,92,20,39
41113146E,學生503,ESU0171,大氣物理學,3,教師22,14,72,84
41290008M,學生1181,ESU0171,大氣物理學,3,教師22,71,38,79
41211117E,學生428,ESU0171,大氣物理學,3,教師22,60,17,81
41072226H,學生625,ESU0171,大氣物理學,3,教師22,20,3,52
41257013O,學生1273,ESU0171,大氣物理學,3,教師22,82,88,23
41175037H,學生724,ESU0171,大氣物理學,3,教師22,86,59,25
41005118E,學生251,ESU0171,大氣物理學,3,教師22,74,13,88
41276213H,學生745,ESU0171,大氣物理學,3,教師22,74,8,59
41071229H,學生582,ESU0171,大氣物理學,3,教師22,87,89,40
41276221H,學生753,ESU0171,大氣物理學,3,教師22,99,52,28
41092034M,學生1253,ESU0171,大氣物理學,3,教師22,23,1,14
41072234H,學生633,ESU0171,大氣物理學,3,教師22,2,83,44
41205133E,學生266,ESU0171,大氣物理學,3,教師22,21,91,64
41177227H,學生800,ESU0171,大氣物理學,3,教師22,52,59,88
41084201I,學生863,ESU0171,大氣物理學,3,教師22,1,70,70
41107105E,學生333,ESU0171,大氣物理學,3,教師22,87,43,8
41251217S,學生1601,ESU0171,大氣物理學,3,教師22,29,7,87
41123107L,學生1089,ESU0171,大氣物理學,3,教師22,37,46,0
41170024H,學生528,ESU0171,大氣物理學,3,教師22,1,34,7
41247123S,學生1559,ESU0171,大氣物理學,3,教師22,63,77,87
41268220T,學生1696,ESU0171,大氣物理學,3,教師22,59,80,62
41126214L,學生1145,ESU0171,大氣物理學,3,教師22,20,35,10
41051245S,學生1629,ESU0171,大氣物理學,3,教師22,32,49,80
41011121E,學生432,ESU0171,大氣物理學,3,教師22,75,3,7
41009130E,學生400,ESU0171,大氣物理學,3,教師22,57,1,34
41177103H,學生776,ESU0171,大氣物理學,3,教師22,21,5,34
41083120I,學生835,ESU0171,大氣物理學,3,教師22,88,53,32
41092140M,學生1259,ESU0171,大氣物理學,3,教師22,48,3,4
41030138A,學生38,ESU0171,大氣物理學,3,教師22,90,53,40
41232015A,學生65,ESU0171,大氣物理學,3,教師22,58,92,27
41047108S,學生1544,ESU0171,大氣物理學,3,教師22,41,62,6
41292119M,學生1238,ESU0171,大氣物理學,3,教師22,91,17,72
41257218O,學生1278,ESU0171,大氣物理學,3,教師22,59,89,71
41160218T,學生1650,ESU0171,大氣物理學,3,教師22,79,43,11
41041144S,學生1398,ESU0171,大氣物理學,3,教師22,14,33,33
412H0041I,學生944,ESU0171,大氣物理學,3,教師22,61,73,32
41072209H,學生608,ESU0171,大氣物理學,3,教師22,61,61,47
41175108H,學生695,ESU0171,大氣物理學,3,教師22,46,99,22
41132220A,學生70,ESU0171,大氣物理學,3,教師22,61,13,61
41184122I,學生884,ESU0171,大氣物理學,3,教師22,50,94,87
41151128S,學生1612,ESU0171,大氣物理學,3,教師22,54,47,36
41277117H,學生790,ESU0171,大氣物理學,3,教師22,63,14,98
41106003E,學生286,ESU0171,大氣物理學,3,教師22,2,71,43
41200042E,學生136,ESU0171,大氣物理學,3,教師22,100,77,85
41226102L,學生1133,ESU0171,大氣物理學,3,教師22,50,86,90
41192110M,學生1229,ESU0201,天文中的物理,3,教師29,51,50,77
41013043E,學生500,ESU0201,天文中的物理,3,教師29,92,6,86
41271004H,學生557,ESU0201,天文中的物理,3,教師29,14,20,61
41157048O,學生1308,ESU0201,天文中的物理,3,教師29,71,72,39
41060207T,學生1639,ESU0201,天文中的物理,3,教師29,60,38,84
412H0217I,學生920,ESU0201,天文中的物理,3,教師29,20,17,79
41032122A,學生72,ESU0201,天文中的物理,3,教師29,82,3,81
41090046M,學生1219,ESU0201,天文中的物理,3,教師29,86,88,52
41292004M,學生1223,ESU0201,天文中的物理,3,教師29,74,59,23
41072018H,學生617,ESU0201,天文中的物理,3,教師29,74,13,25
41121020L,學生1007,ESU0201,天文中的物理,3,教師29,87,8,88
41090134M,學生1207,ESU0201,天文中的物理,3,教師29,99,89,59
41257146O,學生1306,ESU0201,天文中的物理,3,教師29,23,52,40
41001045E,學生186,ESU0201,天文中的物理,3,教師29,2,1,28
41171039H,學生592,ESU0201,天文中的物理,3,教師29,21,83,14
41200124E,學生118,ESU0201,天文中的物理,3,教師29,52,91,44
41160036T,學生1668,ESU0201,天文中的物理,3,教師29,1,59,64
41006041E,學生324,ESU0201,天文中的物理,3,教師29,87,70,88
41075140H,學生727,ESU0201,天文中的物理,3,教師29,29,43,70
41102115E,學生201,ESU0201,天文中的物理,3,教師29,37,7,8
41120114L,學生961,ESU0201,天文中的物理,3,教師29,1,46,87
41001114E,學生155,ESU0201,天文中的物理,3,教師29,63,34,0
41060239T,學生1671,ESU0201,天文中的物理,3,教師29,59,77,7
41144123S,學生1515,ESU0201,天文中的物理,3,教師29,20,80,87
41284219I,學生881,ESU0201,天文中的物理,3,教師29,32,35,62
412H0132I,學生935,ESU0201,天文中的物理,3,教師29,75,49,10
41242234S,學生1438,ESU0201,天文中的物理,3,教師29,57,3,80
41041008S,學生1362,ESU0201,天文中的物理,3,教師29,21,1,7
41071208H,學生561,ESU0201,天文中的物理,3,教師29,88,5,34
41226213L,學生1144,ESU0201,天文中的物理,3,教師29,48,53,34
41140001S,學生1310,ESU0201,天文中的物理,3,教師29,90,3,32
41271222H,學生575,ESU0201,天文中的物理,3,教師29,58,53,4
41000210E,學生104,ESU0201,天文中的物理,3,教師29,41,92,40
41113120E,學生477,ESU0201,天文中的物理,3,教師29,91,62,27
41251223S,學生1607,ESU0201,天文中的物理,3,教師29,59,17,6
41000005E,學生99,ESU0201,天文中的物理,3,教師29,79,89,72
41002145E,學生231,ESU0201,天文中的物理,3,教師29,14,43,71
41209234E,學生404,ESU0201,天文中的物理,3,教師29,61,33,11
41222014L,學生1051,ESU0201,天文中的物理,3,教師29,61,73,33
41172111H,學生610,ESU0201,天文中的物理,3,教師29,46,61,32
41201103E,學生144,ESU0201,天文中的物理,3,教師29,61,99,47
41243009S,學生1454,ESU0201,天文中的物理,3,教師29,50,13,22
41207242E,學生370,ESU0201,天文中的物理,3,教師29,54,94,61
41230003A,學生3,ESU0201,天文中的物理,3,教師29,63,47,87
41222002L,學生1039,ESU0201,天文中的物理,3,教師29,2,14,36
41201215E,學生156,ESU0201,天文中的物理,3,教師29,100,71,98
41106226E,學生309,ESU0219,地球科學產學實務與實習（一）,3,教師24,51,54,73
41071219H,學生572,ESU0219,地球科學產學實務與實習（一）,3,教師24,92,63,61
41173207H,學生650,ESU0219,地球科學產學實務與實習（一）,3,教師24,14,2,99
41275216H,學生703,ESU0219,地球科學產學實務與實習（一）,3,教師24,71,100,13
41141129S,學生1383,ESU0219,地球科學產學實務與實習（一）,3,教師24,60,50,94
41092138M,學生1257,ESU0219,地球科學產學實務與實習（一）,3,教師24,20,6,47
41083202I,學生817,ESU0219,地球科學產學實務與實習（一）,3,教師24,82,20,14
41270003H,學生507,ESU0219,地球科學產學實務與實習（一）,3,教師24,86,72,71
412H0016I,學生919,ESU0219,地球科學產學實務與實習（一）,3,教師24,74,38,77
41160218T,學生1650,ESU0219,地球科學產學實務與實習（一）,3,教師24,74,17,86
41070011H,學生515,ESU0219,地球科學產學實務與實習（一）,3,教師24,87,3,61
41044244S,學生1536,ESU0219,地球科學產學實務與實習（一）,3,教師24,99,88,39
41160119T,學生1651,ESU0219,地球科學產學實務與實習（一）,3,教師24,23,59,84
41270001H,學生505,ESU0219,地球科學產學實務與實習（一）,3,教師24,2,13,79
41151113S,學生1597,ESU0219,地球科學產學實務與實習（一）,3,教師24,21,8,81
41275219H,學生706,ESU0219,地球科學產學實務與實習（一）,3,教師24,52,89,52
41109001E,學生371,ESU0219,地球科學產學實務與實習（一）,3,教師24,1,52,23
41102144E,學生230,ESU0219,地球科學產學實務與實習（一）,3,教師24,87,1,25
41009141E,學生411,ESU0219,地球科學產學實務與實習（一）,3,教師24,29,83,88
41247234S,學生1570,ESU0219,地球科學產學實務與實習（一）,3,教師24,37,91,59
41160036T,學生1668,ESU0219,地球科學產學實務與實習（一）,3,教師24,1,59,40
41244210S,學生1502,ESU0219,地球科學產學實務與實習（一）,3,教師24,63,70,28
41176027H,學生759,ESU0219,地球科學產學實務與實習（一）,3,教師24,59,43,14
41184205I,學生867,ESU0219,地球科學產學實務與實習（一）,3,教師24,20,7,44
41271213H,學生566,ESU0219,地球科學產學實務與實習（一）,3,教師24,32,46,64
41073227H,學生670,ESU0219,地球科學產學實務與實習（一）,3,教師24,75,34,88
41032122A,學生72,ESU0219,地球科學產學實務與實習（一）,3,教師24,57,77,70
41011042E,學生453,ESU0219,地球科學產學實務與實習（一）,3,教師24,21,80,8
41026015L,學生1146,ESU0219,地球科學產學實務與實習（一）,3,教師24,88,35,87
41043029S,學生1474,ESU0219,地球科學產學實務與實習（一）,3,教師24,48,49,0
41022036L,學生1073,ESU0219,地球科學產學實務與實習（一）,3,教師24,90,3,7
41168105T,學生1681,ESU0219,地球科學產學實務與實習（一）,3,教師24,58,1,87
41247240S,學生1576,ESU0219,地球科學產學實務與實習（一）,3,教師24,41,5,62
41206104E,學生287,ESU0219,地球科學產學實務與實習（一）,3,教師24,91,53,10
41073022H,學生665,ESU0219,地球科學產學實務與實習（一）,3,教師24,59,3,80
41100147E,學生141,ESU0219,地球科學產學實務與實習（一）,3,教師24,79,53,7
41011121E,學生432,ESU0219,地球科學產學實務與實習（一）,3,教師24,14,92,34
41184122I,學生884,ESU0219,地球科學產學實務與實習（一）,3,教師24,61,62,34
41023221L,學生1103,ESU0219,地球科學產學實務與實習（一）,3,教師24,61,17,32
41275201H,學生688,ESU0219,地球科學產學實務與實習（一）,3,教師24,46,89,4
41143110S,學生1455,ESU0219,地球科學產學實務與實習（一）,3,教師24,61,43,40
41060211T,學生1643,ESU0219,地球科學產學實務與實習（一）,3,教師24,50,33,27
41183145I,學生860,ESUE001,地球科學教材教法（教）,2,教師19,51,61,17
41221222L,學生1009,ESUE001,地球科學教材教法（教）,2,教師19,92,50,89
41071126H,學生579,ESUE001,地球科學教材教法（教）,2,教師19,14,54,43
41020224L,學生971,ESUE001,地球科學教材教法（教）,2,教師19,71,63,33
41075039H,學生726,ESUE001,地球科學教材教法（教）,2,教師19,60,2,73
41222222L,學生1059,ESUE001,地球科學教材教法（教）,2,教師19,20,100,61
41130115A,學生15,ESUE001,地球科學教材教法（教）,2,教師19,82,50,99
41151040S,學生1624,ESUE001,地球科學教材教法（教）,2,教師19,86,6,13
41200015E,學生109,ESUE001,地球科學教材教法（教）,2,教師19,74,20,94
41060208T,學生1640,ESUE001,地球科學教材教法（教）,2,教師19,74,72,47
41044001S,學生1493,ESUE001,地球科學教材教法（教）,2,教師19,87,38,14
41001224E,學生165,ESUE001,地球科學教材教法（教）,2,教師19,99,17,71
41106003E,學生286,ESUE001,地球科學教材教法（教）,2,教師19,23,3,77
41126034L,學生1165,ESUE001,地球科學教材教法（教）,2,教師19,2,88,86
41070128H,學生532,ESUE001,地球科學教材教法（教）,2,教師19,21,59,61
41176205H,學生737,ESUE001,地球科學教材教法（教）,2,教師19,52,13,39
41044016S,學生1508,ESUE001,地球科學教材教法（教）,2,教師19,1,8,84
41072018H,學生617,ESUE001,地球科學教材教法（教）,2,教師19,87,89,79
41070127H,學生531,ESUE001,地球科學教材教法（教）,2,教師19,29,52,81
41172033H,學生632,ESUE001,地球科學教材教法（教）,2,教師19,37,1,52
41101138E,學生179,ESUE001,地球科學教材教法（教）,2,教師19,1,83,23
41243036S,學生1481,ESUE001,地球科學教材教法（教）,2,教師19,63,91,25
41002106E,學生192,ESUE001,地球科學教材教法（教）,2,教師19,59,59,88
41226102L,學生1133,ESUE001,地球科學教材教法（教）,2,教師19,20,70,59
41268030T,學生1706,ESUE001,地球科學教材教法（教）,2,教師19,32,43,40
41271213H,學生566,ESUE001,地球科學教材教法（教）,2,教師19,75,7,28
41057004O,學生1264,ESUE001,地球科學教材教法（教）,2,教師19,57,46,14
41211103E,學生414,ESUE001,地球科學教材教法（教）,2,教師19,21,34,44
41120131L,學生978,ESUE001,地球科學教材教法（教）,2,教師19,88,77,64
41183144I,學生859,ESUE001,地球科學教材教法（教）,2,教師19,48,80,88
41241038S,學生1392,ESUE001,地球科學教材教法（教）,2,教師19,90,35,70
41005032E,學生265,ESUE001,地球科學教材教法（教）,2,教師19,58,49,8
41123006L,學生1088,ESUE001,地球科學教材教法（教）,2,教師19,41,3,87
41222129L,學生1066,ESUE001,地球科學教材教法（教）,2,教師19,91,1,0
41243235S,學生1480,ESUE001,地球科學教材教法（教）,2,教師19,59,5,7
41040021S,學生1330,ESUE001,地球科學教材教法（教）,2,教師19,79,53,87
41175227H,學生714,ESUE001,地球科學教材教法（教）,2,教師19,14,3,62
41101232E,學生173,ESUE001,地球科學教材教法（教）,2,教師19,61,53,10
41277102H,學生775,ESUE001,地球科學教材教法（教）,2,教師19,61,92,80
41242229S,學生1433,ESUE001,地球科學教材教法（教）,2,教師19,46,62,7
41068104T,學生1680,ESUE110,地球科學教學實習（一）（教）,2,教師13,51,2,94
41073144H,學生687,ESUE110,地球科學教學實習（一）（教）,2,教師13,92,100,47
41184035I,學生897,ESUE110,地球科學教學實習（一）（教）,2,教師13,14,50,14
41171236H,學生589,ESUE110,地球科學教學實習（一）（教）,2,教師13,71,6,71
41106032E,學生315,ESUE110,地球科學教學實習（一）（教）,2,教師13,60,20,77
41102210E,學生196,ESUE110,地球科學教學實習（一）（教）,2,教師13,20,72,86
41157020O,學生1280,ESUE110,地球科學教學實習（一）（教）,2,教師13,82,38,61
41041023S,學生1377,ESUE110,地球科學教學實習（一）（教）,2,教師13,86,17,39
41172033H,學生632,ESUE110,地球科學教學實習（一）（教）,2,教師13,74,3,84
41057206O,學生1266,ESUE110,地球科學教學實習（一）（教）,2,教師13,74,88,79
41242024S,學生1428,ESUE110,地球科學教學實習（一）（教）,2,教師13,87,59,81
41106220E,學生303,ESUE110,地球科學教學實習（一）（教）,2,教師13,99,13,52
41109002E,學生372,ESUE110,地球科學教學實習（一）（教）,2,教師13,23,8,23
41143124S,學生1469,ESUE110,地球科學教學實習（一）（教）,2,教師13,2,89,25
41047226S,學生1562,ESUE110,地球科學教學實習（一）（教）,2,教師13,21,52,88
41002138E,學生224,ESUE110,地球科學教學實習（一）（教）,2,教師13,52,1,59
41143127S,學生1472,ESUE110,地球科學教學實習（一）（教）,2,教師13,1,83,40
41184226I,學生888,ESUE110,地球科學教學實習（一）（教）,2,教師13,87,91,28
41140114S,學生1323,ESUE110,地球科學教學實習（一）（教）,2,教師13,29,59,14
41126214L,學生1145,ESUE110,地球科學教學實習（一）（教）,2,教師13,37,70,44
41220128L,學生975,ESUE110,地球科學教學實習（一）（教）,2,教師13,1,43,64
41206145E,學生328,ESUE110,地球科學教學實習（一）（教）,2,教師13,63,7,88
41030125A,學生25,ESUE110,地球科學教學實習（一）（教）,2,教師13,59,46,70
41209038E,學生408,ESUE110,地球科學教學實習（一）（教）,2,教師13,20,34,8
41171118H,學生571,ESUE110,地球科學教學實習（一）（教）,2,教師13,32,77,87
41109035E,學生405,ESUE110,地球科學教學實習（一）（教）,2,教師13,75,80,0
41113229E,學生486,ESUE110,地球科學教學實習（一）（教）,2,教師13,57,35,7
41126034L,學生1165,ESUE110,地球科學教學實習（一）（教）,2,教師13,21,49,87
41175032H,學生719,ESUE110,地球科學教學實習（一）（教）,2,教師13,88,3,62
41120114L,學生961,ESUE110,地球科學教學實習（一）（教）,2,教師13,48,1,10
41000006E,學生100,ESUE110,地球科學教學實習（一）（教）,2,教師13,90,5,80
41207019E,學生347,ESUE110,地球科學教學實習（一）（教）,2,教師13,58,53,7
41247139S,學生1575,ESUE110,地球科學教學實習（一）（教）,2,教師13,41,3,34
41184204I,學生866,ESUE110,地球科學教學實習（一）（教）,2,教師13,91,53,34
41151234S,學生1618,ESUE110,地球科學教學實習（一）（教）,2,教師13,59,92,32
41006110E,學生293,ESUE110,地球科學教學實習（一）（教）,2,教師13,79,62,4
41107133E,學生361,ESUE110,地球科學教學實習（一）（教）,2,教師13,14,17,40
41140107S,學生1316,ESUE110,地球科學教學實習（一）（教）,2,教師13,61,89,27
41232207A,學生57,ESUE110,地球科學教學實習（一）（教）,2,教師13,61,43,6
41044019S,學生1511,ESUE110,地球科學教學實習（一）（教）,2,教師13,46,33,72
41230219A,學生19,ESUE110,地球科學教學實習（一）（教）,2,教師13,61,73,71
41013215E,學生472,ESUE110,地球科學教學實習（一）（教）,2,教師13,50,61,11
41009014E,學生384,ESUE110,地球科學教學實習（一）（教）,2,教師13,54,99,33
41173124H,學生667,ESUE110,地球科學教學實習（一）（教）,2,教師13,63,13,32
41207018E,學生346,CSU0001,程式設計（一）,3,教師35,51,6,61
41232108A,學生58,CSU0001,程式設計（一）,3,教師35,92,20,39
41272138H,學生637,CSU0001,程式設計（一）,3,教師35,14,72,84
41230228A,學生28,CSU0001,程式設計（一）,3,教師35,71,38,79
41232207A,學生57,CSU0001,程式設計（一）,3,教師35,60,17,81
41243225S,學生1470,CSU0001,程式設計（一）,3,教師35,20,3,52
41141213S,學生1367,CSU0001,程式設計（一）,3,教師35,82,88,23
